post,comment,like,total_count,max_delta,last_person_event,max_delta_period_start,max_delta_period_end,id
746,1765,2668,5179,"23 days, 2:18:02",2013-02-07 03:07:38,2013-02-07 03:07:38,2013-03-02 05:25:40,9389
529,8227,7609,16365,"23 days, 2:18:31",2013-02-07 03:07:09,2013-02-07 03:07:09,2013-03-02 05:25:40,7475
1119,3248,6294,10661,"23 days, 2:19:56",2013-02-07 03:05:44,2013-02-07 03:05:44,2013-03-02 05:25:40,8196
1424,4908,7018,13350,"23 days, 2:20:05",2013-02-07 03:05:35,2013-02-07 03:05:35,2013-03-02 05:25:40,6639
94,651,911,1656,"23 days, 2:21:00",2013-02-07 03:04:40,2013-02-07 03:04:40,2013-03-02 05:25:40,569
1101,4916,5871,11888,"23 days, 2:21:16",2013-02-07 03:04:24,2013-02-07 03:04:24,2013-03-02 05:25:40,692
70,3716,4411,8197,"23 days, 2:21:55",2013-02-07 03:03:45,2013-02-07 03:03:45,2013-03-02 05:25:40,7654
1491,1249,2485,5225,"23 days, 2:22:14",2013-02-07 03:03:26,2013-02-07 03:03:26,2013-03-02 05:25:40,1615
642,3172,3301,7115,"23 days, 2:22:46",2013-02-07 03:02:54,2013-02-07 03:02:54,2013-03-02 05:25:40,5075
1769,7722,6814,16305,"23 days, 2:23:20",2013-02-07 03:02:20,2013-02-07 03:02:20,2013-03-02 05:25:40,8380
475,5515,6425,12415,"23 days, 2:23:25",2013-02-07 03:02:15,2013-02-07 03:02:15,2013-03-02 05:25:40,8583
451,3226,3453,7130,"23 days, 2:23:51",2013-02-07 03:01:49,2013-02-07 03:01:49,2013-03-02 05:25:40,2042
1584,5212,5700,12496,"23 days, 2:24:22",2013-02-07 03:01:18,2013-02-07 03:01:18,2013-03-02 05:25:40,1438
117,5560,5543,11220,"23 days, 2:24:46",2013-02-07 03:00:54,2013-02-07 03:00:54,2013-03-02 05:25:40,793
44,4564,5139,9747,"23 days, 2:25:05",2013-02-07 03:00:35,2013-02-07 03:00:35,2013-03-02 05:25:40,3194
701,6463,7125,14289,"23 days, 2:27:01",2013-02-07 02:58:39,2013-02-07 02:58:39,2013-03-02 05:25:40,9536
1028,6686,7396,15110,"23 days, 2:27:04",2013-02-07 02:58:36,2013-02-07 02:58:36,2013-03-02 05:25:40,6520
1637,2109,3395,7141,"23 days, 2:27:07",2013-02-07 02:58:33,2013-02-07 02:58:33,2013-03-02 05:25:40,2102
199,6581,8317,15097,"23 days, 2:27:12",2013-02-20 00:42:09,2010-02-08 05:14:44,2010-03-03 07:41:56,2964
135,2189,3870,6194,"23 days, 2:27:22",2013-02-07 02:58:18,2013-02-07 02:58:18,2013-03-02 05:25:40,4963
650,3571,6005,10226,"23 days, 2:27:59",2013-02-07 02:57:41,2013-02-07 02:57:41,2013-03-02 05:25:40,4192
950,2939,3315,7204,"23 days, 2:28:13",2013-02-07 02:57:27,2013-02-07 02:57:27,2013-03-02 05:25:40,6777
110,1668,2420,4198,"23 days, 2:28:23",2013-02-07 02:57:17,2013-02-07 02:57:17,2013-03-02 05:25:40,5017
904,2557,3322,6783,"23 days, 2:28:33",2013-02-07 02:57:07,2013-02-07 02:57:07,2013-03-02 05:25:40,6047
1408,5655,8432,15495,"23 days, 2:28:50",2013-02-07 02:56:50,2013-02-07 02:56:50,2013-03-02 05:25:40,9310
1252,3500,5087,9839,"23 days, 2:29:15",2013-02-07 02:56:25,2013-02-07 02:56:25,2013-03-02 05:25:40,895
399,3352,4184,7935,"23 days, 2:30:21",2013-02-07 02:55:19,2013-02-07 02:55:19,2013-03-02 05:25:40,5368
1233,6586,9259,17078,"23 days, 2:30:28",2013-02-07 02:55:12,2013-02-07 02:55:12,2013-03-02 05:25:40,7597
2107,1591,2378,6076,"23 days, 2:31:10",2013-02-07 02:54:30,2013-02-07 02:54:30,2013-03-02 05:25:40,2384
171,7318,5526,13015,"23 days, 2:31:48",2013-02-07 02:53:52,2013-02-07 02:53:52,2013-03-02 05:25:40,4598
72,3224,4479,7775,"23 days, 2:33:56",2013-02-07 02:51:44,2013-02-07 02:51:44,2013-03-02 05:25:40,5097
1059,5840,6999,13898,"23 days, 2:34:18",2013-02-07 02:51:22,2013-02-07 02:51:22,2013-03-02 05:25:40,5289
757,9079,6483,16319,"23 days, 2:35:42",2013-02-07 02:49:58,2013-02-07 02:49:58,2013-03-02 05:25:40,6621
1354,5285,5540,12179,"23 days, 2:36:52",2013-02-07 02:48:48,2013-02-07 02:48:48,2013-03-02 05:25:40,7148
1745,8263,7191,17199,"23 days, 2:38:09",2013-02-07 02:47:31,2013-02-07 02:47:31,2013-03-02 05:25:40,3708
290,2187,4022,6499,"23 days, 2:39:44",2013-02-07 02:45:56,2013-02-07 02:45:56,2013-03-02 05:25:40,7111
912,3455,3605,7972,"23 days, 2:40:47",2013-02-07 02:44:53,2013-02-07 02:44:53,2013-03-02 05:25:40,5246
103,3120,3974,7197,"23 days, 2:40:57",2013-02-07 02:44:43,2013-02-07 02:44:43,2013-03-02 05:25:40,4339
132,1636,1718,3486,"23 days, 2:41:21",2013-02-07 02:44:19,2013-02-07 02:44:19,2013-03-02 05:25:40,5254
2145,9773,7986,19904,"23 days, 2:42:07",2013-02-07 02:43:33,2013-02-07 02:43:33,2013-03-02 05:25:40,5183
526,2172,3774,6472,"23 days, 2:42:43",2013-02-07 02:42:57,2013-02-07 02:42:57,2013-03-02 05:25:40,2139
54,5394,5896,11344,"23 days, 2:43:09",2013-02-07 02:42:31,2013-02-07 02:42:31,2013-03-02 05:25:40,7756
901,1701,3094,5696,"23 days, 2:43:17",2013-02-07 02:42:23,2013-02-07 02:42:23,2013-03-02 05:25:40,6392
436,1215,2098,3749,"23 days, 2:44:05",2013-02-07 02:41:35,2013-02-07 02:41:35,2013-03-02 05:25:40,7268
145,987,1273,2405,"23 days, 2:44:14",2013-02-07 02:41:26,2013-02-07 02:41:26,2013-03-02 05:25:40,3850
610,3282,4055,7947,"23 days, 2:44:48",2013-02-07 02:40:52,2013-02-07 02:40:52,2013-03-02 05:25:40,3571
591,2019,3194,5804,"23 days, 2:46:43",2013-02-07 02:38:57,2013-02-07 02:38:57,2013-03-02 05:25:40,4937
261,5073,6515,11849,"23 days, 2:47:32",2013-02-07 02:38:08,2013-02-07 02:38:08,2013-03-02 05:25:40,1403
520,5638,7755,13913,"23 days, 2:48:06",2013-02-07 02:37:34,2013-02-07 02:37:34,2013-03-02 05:25:40,4402
57,3807,3308,7172,"23 days, 2:48:31",2013-02-07 02:37:09,2013-02-07 02:37:09,2013-03-02 05:25:40,6976
1112,7059,7117,15288,"23 days, 2:49:30",2013-02-07 02:36:10,2013-02-07 02:36:10,2013-03-02 05:25:40,9426
76,6708,7662,14446,"23 days, 2:49:34",2013-02-07 02:36:06,2013-02-07 02:36:06,2013-03-02 05:25:40,109
165,8627,7920,16712,"23 days, 2:49:58",2013-02-07 02:35:42,2013-02-07 02:35:42,2013-03-02 05:25:40,6904
1130,3658,6918,11706,"23 days, 2:50:37",2013-02-07 02:35:03,2013-02-07 02:35:03,2013-03-02 05:25:40,3496
749,5352,8464,14565,"23 days, 2:50:47",2013-02-07 02:34:53,2013-02-07 02:34:53,2013-03-02 05:25:40,162
153,2871,3663,6687,"23 days, 2:52:33",2013-02-07 02:33:07,2013-02-07 02:33:07,2013-03-02 05:25:40,5241
261,5043,4372,9676,"23 days, 2:52:46",2013-02-07 02:32:54,2013-02-07 02:32:54,2013-03-02 05:25:40,8813
1408,5381,5650,12439,"23 days, 2:52:56",2013-02-07 02:32:44,2013-02-07 02:32:44,2013-03-02 05:25:40,6901
522,331,512,1365,"23 days, 2:53:06",2013-02-07 02:32:34,2013-02-07 02:32:34,2013-03-02 05:25:40,3548
617,8794,8270,17681,"23 days, 2:53:11",2013-02-07 02:32:29,2013-02-07 02:32:29,2013-03-02 05:25:40,5169
1224,617,970,2811,"23 days, 2:56:08",2013-02-07 02:29:32,2013-02-07 02:29:32,2013-03-02 05:25:40,9494
333,1802,2595,4730,"23 days, 2:56:27",2013-02-07 02:29:13,2013-02-07 02:29:13,2013-03-02 05:25:40,5976
200,2251,4469,6920,"23 days, 2:58:08",2013-02-07 02:27:32,2013-02-07 02:27:32,2013-03-02 05:25:40,4832
999,8126,7836,16961,"23 days, 2:59:52",2013-02-07 02:25:48,2013-02-07 02:25:48,2013-03-02 05:25:40,9554
1068,444,1237,2749,"23 days, 3:00:17",2013-02-07 02:25:23,2013-02-07 02:25:23,2013-03-02 05:25:40,1940
2590,2936,3444,8970,"23 days, 3:01:36",2013-02-07 02:24:04,2013-02-07 02:24:04,2013-03-02 05:25:40,1594
875,851,1013,2739,"23 days, 3:01:52",2013-02-07 02:23:48,2013-02-07 02:23:48,2013-03-02 05:25:40,1518
1489,7562,6147,15198,"23 days, 3:02:39",2013-02-07 02:23:01,2013-02-07 02:23:01,2013-03-02 05:25:40,8728
444,6909,6694,14047,"23 days, 3:02:55",2013-02-07 02:22:45,2013-02-07 02:22:45,2013-03-02 05:25:40,5009
307,3371,3611,7289,"23 days, 3:03:19",2013-02-07 02:22:21,2013-02-07 02:22:21,2013-03-02 05:25:40,9288
3278,5074,5846,14198,"23 days, 3:03:20",2013-02-07 02:22:20,2013-02-07 02:22:20,2013-03-02 05:25:40,3976
197,6171,7193,13561,"23 days, 3:04:26",2013-02-07 02:21:14,2013-02-07 02:21:14,2013-03-02 05:25:40,5460
633,2978,3787,7398,"23 days, 3:04:45",2013-02-07 02:20:55,2013-02-07 02:20:55,2013-03-02 05:25:40,6997
129,6496,7226,13851,"23 days, 3:05:01",2013-02-07 02:20:39,2013-02-07 02:20:39,2013-03-02 05:25:40,1174
38,2229,2543,4810,"23 days, 3:05:04",2013-02-07 02:20:36,2013-02-07 02:20:36,2013-03-02 05:25:40,5372
10,1497,2937,4444,"23 days, 3:05:16",2013-02-07 02:20:24,2013-02-07 02:20:24,2013-03-02 05:25:40,5795
816,6452,6366,13634,"23 days, 3:05:36",2013-02-07 02:20:04,2013-02-07 02:20:04,2013-03-02 05:25:40,7356
1049,3013,3459,7521,"23 days, 3:05:41",2013-02-07 02:19:59,2013-02-07 02:19:59,2013-03-02 05:25:40,5890
1312,990,2723,5025,"23 days, 3:06:01",2013-02-07 02:19:39,2013-02-07 02:19:39,2013-03-02 05:25:40,1672
67,1661,3091,4819,"23 days, 3:06:33",2013-02-07 02:19:07,2013-02-07 02:19:07,2013-03-02 05:25:40,157
2131,6317,7142,15590,"23 days, 3:07:00",2013-02-07 02:18:40,2013-02-07 02:18:40,2013-03-02 05:25:40,5215
1918,3957,5320,11195,"23 days, 3:07:02",2013-02-07 02:18:38,2013-02-07 02:18:38,2013-03-02 05:25:40,1773
1281,996,1660,3937,"23 days, 3:09:33",2013-02-07 02:16:07,2013-02-07 02:16:07,2013-03-02 05:25:40,6668
2538,4717,6348,13603,"23 days, 3:10:05",2013-02-07 02:15:35,2013-02-07 02:15:35,2013-03-02 05:25:40,8345
534,8358,9417,18309,"23 days, 3:10:11",2013-02-07 02:15:29,2013-02-07 02:15:29,2013-03-02 05:25:40,8575
400,5623,4924,10947,"23 days, 3:10:54",2013-02-07 02:14:46,2013-02-07 02:14:46,2013-03-02 05:25:40,3594
1087,5325,4725,11137,"23 days, 3:11:19",2013-02-07 02:14:21,2013-02-07 02:14:21,2013-03-02 05:25:40,9562
393,6318,8421,15132,"23 days, 3:11:39",2013-02-07 02:14:01,2013-02-07 02:14:01,2013-03-02 05:25:40,6083
115,1257,2516,3888,"23 days, 3:12:12",2013-02-07 02:13:28,2013-02-07 02:13:28,2013-03-02 05:25:40,3309
2366,3237,3392,8995,"23 days, 3:12:34",2013-02-07 02:13:06,2013-02-07 02:13:06,2013-03-02 05:25:40,1669
220,1288,1813,3321,"23 days, 3:13:35",2013-02-07 02:12:05,2013-02-07 02:12:05,2013-03-02 05:25:40,251
1575,5480,7461,14516,"23 days, 3:13:51",2013-02-07 02:11:49,2013-02-07 02:11:49,2013-03-02 05:25:40,9556
504,3415,4195,8114,"23 days, 3:14:28",2013-02-07 02:11:12,2013-02-07 02:11:12,2013-03-02 05:25:40,2537
1137,655,1082,2874,"23 days, 3:15:29",2013-02-07 02:10:11,2013-02-07 02:10:11,2013-03-02 05:25:40,7157
430,3917,5733,10080,"23 days, 3:16:05",2013-02-07 02:09:35,2013-02-07 02:09:35,2013-03-02 05:25:40,7110
714,2060,2484,5258,"23 days, 3:17:12",2013-02-07 02:08:28,2013-02-07 02:08:28,2013-03-02 05:25:40,5245
617,5703,5028,11348,"23 days, 3:19:25",2013-02-07 02:06:15,2013-02-07 02:06:15,2013-03-02 05:25:40,660
314,6051,7177,13542,"23 days, 3:21:00",2013-02-07 02:04:40,2013-02-07 02:04:40,2013-03-02 05:25:40,8799
7,2940,4184,7131,"23 days, 3:21:17",2013-02-07 02:04:23,2013-02-07 02:04:23,2013-03-02 05:25:40,9563
53,1671,2719,4443,"23 days, 3:21:37",2013-02-07 02:04:03,2013-02-07 02:04:03,2013-03-02 05:25:40,1244
1375,2889,3996,8260,"23 days, 3:23:16",2013-02-07 02:02:24,2013-02-07 02:02:24,2013-03-02 05:25:40,6816
2128,3794,4837,10759,"23 days, 3:23:21",2013-02-07 02:02:19,2013-02-07 02:02:19,2013-03-02 05:25:40,407
89,8662,7584,16335,"23 days, 3:23:49",2013-02-07 02:01:51,2013-02-07 02:01:51,2013-03-02 05:25:40,8107
481,5890,6039,12410,"23 days, 3:23:57",2013-02-07 02:01:43,2013-02-07 02:01:43,2013-03-02 05:25:40,2669
259,1395,2322,3976,"23 days, 3:24:23",2013-02-07 02:01:17,2013-02-07 02:01:17,2013-03-02 05:25:40,7392
832,5452,5645,11929,"23 days, 3:25:46",2013-02-07 01:59:54,2013-02-07 01:59:54,2013-03-02 05:25:40,9869
2685,6592,6379,15656,"23 days, 3:25:58",2013-02-07 01:59:42,2013-02-07 01:59:42,2013-03-02 05:25:40,2079
1481,3871,3527,8879,"23 days, 3:26:40",2013-02-07 01:59:00,2013-02-07 01:59:00,2013-03-02 05:25:40,5856
367,2542,3831,6740,"23 days, 3:26:44",2013-02-07 01:58:56,2013-02-07 01:58:56,2013-03-02 05:25:40,8341
140,5402,6486,12028,"23 days, 3:26:45",2013-02-07 01:58:55,2013-02-07 01:58:55,2013-03-02 05:25:40,194
1406,4761,8271,14438,"23 days, 3:28:24",2013-02-07 01:57:16,2013-02-07 01:57:16,2013-03-02 05:25:40,565
679,6185,6532,13396,"23 days, 3:30:21",2013-02-07 01:55:19,2013-02-07 01:55:19,2013-03-02 05:25:40,8396
1164,4513,5726,11403,"23 days, 3:31:05",2013-02-07 01:54:35,2013-02-07 01:54:35,2013-03-02 05:25:40,6925
8,909,1610,2527,"23 days, 3:32:04",2013-02-07 01:53:36,2013-02-07 01:53:36,2013-03-02 05:25:40,4206
39,278,720,1037,"23 days, 3:32:29",2013-02-07 01:53:11,2013-02-07 01:53:11,2013-03-02 05:25:40,9761
641,4869,6848,12358,"23 days, 3:32:30",2013-02-07 01:53:10,2013-02-07 01:53:10,2013-03-02 05:25:40,5911
460,3821,3535,7816,"23 days, 3:32:41",2013-02-07 01:52:59,2013-02-07 01:52:59,2013-03-02 05:25:40,9782
568,4200,4944,9712,"23 days, 3:32:47",2013-02-07 01:52:53,2013-02-07 01:52:53,2013-03-02 05:25:40,7939
582,3595,3369,7546,"23 days, 3:32:52",2013-02-07 01:52:48,2013-02-07 01:52:48,2013-03-02 05:25:40,9870
243,1846,2174,4263,"23 days, 3:33:25",2013-02-07 01:52:15,2013-02-07 01:52:15,2013-03-02 05:25:40,958
189,1566,2636,4391,"23 days, 3:33:41",2013-02-07 01:51:59,2013-02-07 01:51:59,2013-03-02 05:25:40,8774
952,2026,4896,7874,"23 days, 3:35:58",2013-02-07 01:49:42,2013-02-07 01:49:42,2013-03-02 05:25:40,7577
200,2808,3355,6363,"23 days, 3:36:19",2013-02-07 01:49:21,2013-02-07 01:49:21,2013-03-02 05:25:40,7178
236,8027,6843,15106,"23 days, 3:36:48",2013-02-07 01:48:52,2013-02-07 01:48:52,2013-03-02 05:25:40,3498
1096,4569,5876,11541,"23 days, 3:36:57",2013-02-07 01:48:43,2013-02-07 01:48:43,2013-03-02 05:25:40,260
1446,6686,7175,15307,"23 days, 3:37:14",2013-02-07 01:48:26,2013-02-07 01:48:26,2013-03-02 05:25:40,7382
118,8999,7813,16930,"23 days, 3:37:36",2013-02-07 01:48:04,2013-02-07 01:48:04,2013-03-02 05:25:40,1387
1856,5544,6840,14240,"23 days, 3:38:47",2013-02-07 01:46:53,2013-02-07 01:46:53,2013-03-02 05:25:40,922
751,2955,3858,7564,"23 days, 3:39:10",2013-02-07 01:46:30,2013-02-07 01:46:30,2013-03-02 05:25:40,4352
380,5394,5304,11078,"23 days, 3:39:48",2013-02-07 01:45:52,2013-02-07 01:45:52,2013-03-02 05:25:40,6368
1413,9035,8259,18707,"23 days, 3:39:57",2013-02-07 01:45:43,2013-02-07 01:45:43,2013-03-02 05:25:40,165
2173,5802,5765,13740,"23 days, 3:40:19",2013-02-07 01:45:21,2013-02-07 01:45:21,2013-03-02 05:25:40,3244
255,5663,6650,12568,"23 days, 3:40:35",2013-02-07 01:45:05,2013-02-07 01:45:05,2013-03-02 05:25:40,3041
348,3519,4362,8229,"23 days, 3:43:41",2013-02-07 01:41:59,2013-02-07 01:41:59,2013-03-02 05:25:40,2618
2087,7864,5181,15132,"23 days, 3:43:51",2013-02-07 01:41:49,2013-02-07 01:41:49,2013-03-02 05:25:40,338
123,1683,2617,4423,"23 days, 3:44:30",2013-02-07 01:41:10,2013-02-07 01:41:10,2013-03-02 05:25:40,295
316,7951,6309,14576,"23 days, 3:44:33",2013-02-07 01:41:07,2013-02-07 01:41:07,2013-03-02 05:25:40,4876
724,1685,2115,4524,"23 days, 3:45:26",2013-02-07 01:40:14,2013-02-07 01:40:14,2013-03-02 05:25:40,8506
221,6173,6541,12935,"23 days, 3:46:02",2013-02-07 01:39:38,2013-02-07 01:39:38,2013-03-02 05:25:40,7409
82,4683,5214,9979,"23 days, 3:47:22",2013-02-07 01:38:18,2013-02-07 01:38:18,2013-03-02 05:25:40,2030
1190,6490,7268,14948,"23 days, 3:47:47",2013-02-07 01:37:53,2013-02-07 01:37:53,2013-03-02 05:25:40,4115
15,4552,3306,7873,"23 days, 3:47:48",2013-02-07 01:37:52,2013-02-07 01:37:52,2013-03-02 05:25:40,8161
1434,1063,1660,4157,"23 days, 3:48:25",2013-02-07 01:37:15,2013-02-07 01:37:15,2013-03-02 05:25:40,5247
1351,3501,3193,8045,"23 days, 3:49:05",2013-02-07 01:36:35,2013-02-07 01:36:35,2013-03-02 05:25:40,9829
955,2737,2083,5775,"23 days, 3:50:27",2013-02-07 01:35:13,2013-02-07 01:35:13,2013-03-02 05:25:40,8128
1040,3692,5489,10221,"23 days, 3:50:34",2013-02-07 01:35:06,2013-02-07 01:35:06,2013-03-02 05:25:40,8198
1288,4186,6502,11976,"23 days, 3:50:56",2013-02-07 01:34:44,2013-02-07 01:34:44,2013-03-02 05:25:40,9246
1545,4411,4748,10704,"23 days, 3:51:12",2013-02-07 01:34:28,2013-02-07 01:34:28,2013-03-02 05:25:40,3034
1062,3167,4409,8638,"23 days, 3:51:55",2013-02-07 01:33:45,2013-02-07 01:33:45,2013-03-02 05:25:40,5502
587,1836,3153,5576,"23 days, 3:52:18",2013-02-07 01:33:22,2013-02-07 01:33:22,2013-03-02 05:25:40,6964
875,7505,6528,14908,"23 days, 3:53:07",2013-02-07 08:06:08,2010-02-19 04:54:14,2010-03-14 08:47:21,8881
1064,9033,8053,18150,"23 days, 3:53:10",2013-02-07 01:32:30,2013-02-07 01:32:30,2013-03-02 05:25:40,6332
315,5219,6186,11720,"23 days, 3:55:44",2013-02-07 01:29:56,2013-02-07 01:29:56,2013-03-02 05:25:40,1911
1053,9430,9290,19773,"23 days, 3:55:55",2013-02-07 01:29:45,2013-02-07 01:29:45,2013-03-02 05:25:40,5631
828,3438,4880,9146,"23 days, 3:56:04",2013-02-07 01:29:36,2013-02-07 01:29:36,2013-03-02 05:25:40,6618
914,3914,4349,9177,"23 days, 3:56:06",2013-02-07 01:29:34,2013-02-07 01:29:34,2013-03-02 05:25:40,4131
786,3406,3727,7919,"23 days, 3:56:21",2013-02-07 01:29:19,2013-02-07 01:29:19,2013-03-02 05:25:40,7961
1620,8547,6697,16864,"23 days, 3:56:27",2013-02-07 01:29:13,2013-02-07 01:29:13,2013-03-02 05:25:40,4879
388,1965,3006,5359,"23 days, 3:56:44",2013-02-07 01:28:56,2013-02-07 01:28:56,2013-03-02 05:25:40,6825
1384,2477,4114,7975,"23 days, 3:56:49",2013-02-07 01:28:51,2013-02-07 01:28:51,2013-03-02 05:25:40,9278
1405,3792,9083,14280,"23 days, 3:57:04",2013-02-07 01:28:36,2013-02-07 01:28:36,2013-03-02 05:25:40,4476
455,1234,1591,3280,"23 days, 3:58:33",2013-02-07 01:27:07,2013-02-07 01:27:07,2013-03-02 05:25:40,5519
253,6957,6418,13628,"23 days, 3:59:10",2013-02-07 01:26:30,2013-02-07 01:26:30,2013-03-02 05:25:40,7686
1933,2233,3875,8041,"23 days, 4:01:00",2013-02-07 01:24:40,2013-02-07 01:24:40,2013-03-02 05:25:40,181
383,4752,7779,12914,"23 days, 4:01:33",2013-02-07 01:24:07,2013-02-07 01:24:07,2013-03-02 05:25:40,4665
1212,2845,4247,8304,"23 days, 4:03:00",2013-02-07 01:22:40,2013-02-07 01:22:40,2013-03-02 05:25:40,4139
3071,4131,4884,12086,"23 days, 4:04:42",2013-02-07 01:20:58,2013-02-07 01:20:58,2013-03-02 05:25:40,3773
1147,1239,2128,4514,"23 days, 4:04:44",2013-02-07 01:20:56,2013-02-07 01:20:56,2013-03-02 05:25:40,37
43,926,1761,2730,"23 days, 4:04:45",2013-02-07 01:20:55,2013-02-07 01:20:55,2013-03-02 05:25:40,2720
448,2407,4098,6953,"23 days, 4:05:14",2013-02-07 01:20:26,2013-02-07 01:20:26,2013-03-02 05:25:40,2094
1736,5982,6333,14051,"23 days, 4:05:41",2013-02-07 01:19:59,2013-02-07 01:19:59,2013-03-02 05:25:40,3577
59,2104,3746,5909,"23 days, 4:06:51",2013-02-07 01:18:49,2013-02-07 01:18:49,2013-03-02 05:25:40,3168
146,7097,9291,16534,"23 days, 4:09:52",2013-02-07 01:15:48,2013-02-07 01:15:48,2013-03-02 05:25:40,5099
558,1041,3174,4773,"23 days, 4:10:11",2013-02-07 01:15:29,2013-02-07 01:15:29,2013-03-02 05:25:40,5949
87,1891,2048,4026,"23 days, 4:10:16",2013-02-07 01:15:24,2013-02-07 01:15:24,2013-03-02 05:25:40,2243
3239,7132,5681,16052,"23 days, 4:11:02",2013-02-07 01:14:38,2013-02-07 01:14:38,2013-03-02 05:25:40,1664
910,9397,8676,18983,"23 days, 4:11:25",2013-02-07 01:14:15,2013-02-07 01:14:15,2013-03-02 05:25:40,8902
3761,6120,7418,17299,"23 days, 4:11:35",2013-02-07 01:14:05,2013-02-07 01:14:05,2013-03-02 05:25:40,5487
1306,947,1717,3970,"23 days, 4:12:39",2013-02-07 01:13:01,2013-02-07 01:13:01,2013-03-02 05:25:40,4657
66,4088,3688,7842,"23 days, 4:12:55",2013-02-07 01:12:45,2013-02-07 01:12:45,2013-03-02 05:25:40,1921
1852,2620,4874,9346,"23 days, 4:13:53",2013-02-07 01:11:47,2013-02-07 01:11:47,2013-03-02 05:25:40,4905
1214,4792,7330,13336,"23 days, 4:13:54",2013-02-07 01:11:46,2013-02-07 01:11:46,2013-03-02 05:25:40,3784
583,4440,3995,9018,"23 days, 4:14:01",2013-02-07 01:11:39,2013-02-07 01:11:39,2013-03-02 05:25:40,6923
765,1998,3465,6228,"23 days, 4:14:28",2013-02-07 01:11:12,2013-02-07 01:11:12,2013-03-02 05:25:40,2695
1482,4573,5270,11325,"23 days, 4:15:30",2013-02-07 01:10:10,2013-02-07 01:10:10,2013-03-02 05:25:40,4641
634,613,1055,2302,"23 days, 4:15:59",2013-02-07 01:09:41,2013-02-07 01:09:41,2013-03-02 05:25:40,4984
68,7810,7485,15363,"23 days, 4:16:54",2013-02-07 01:08:46,2013-02-07 01:08:46,2013-03-02 05:25:40,3816
135,3724,3432,7291,"23 days, 4:17:52",2013-02-07 01:07:48,2013-02-07 01:07:48,2013-03-02 05:25:40,3842
982,4236,7423,12641,"23 days, 4:18:49",2013-02-07 01:06:51,2013-02-07 01:06:51,2013-03-02 05:25:40,6617
1276,6277,8163,15716,"23 days, 4:19:09",2013-02-07 01:06:31,2013-02-07 01:06:31,2013-03-02 05:25:40,6190
139,3511,4009,7659,"23 days, 4:19:37",2013-02-07 01:06:03,2013-02-07 01:06:03,2013-03-02 05:25:40,7457
302,895,1799,2996,"23 days, 4:22:04",2013-02-07 01:03:36,2013-02-07 01:03:36,2013-03-02 05:25:40,4557
85,7837,6107,14029,"23 days, 4:22:31",2013-02-07 01:03:09,2013-02-07 01:03:09,2013-03-02 05:25:40,7802
128,4945,5017,10090,"23 days, 4:22:51",2013-02-07 01:02:49,2013-02-07 01:02:49,2013-03-02 05:25:40,4979
634,4656,5845,11135,"23 days, 4:23:08",2013-02-07 01:02:32,2013-02-07 01:02:32,2013-03-02 05:25:40,8551
1227,2493,2930,6650,"23 days, 4:23:28",2013-02-07 01:02:12,2013-02-07 01:02:12,2013-03-02 05:25:40,6754
20,904,1307,2231,"23 days, 4:24:51",2013-02-07 01:00:49,2013-02-07 01:00:49,2013-03-02 05:25:40,2625
36,4493,6471,11000,"23 days, 4:25:10",2013-02-07 01:00:30,2013-02-07 01:00:30,2013-03-02 05:25:40,4671
449,1698,2138,4285,"23 days, 4:26:04",2013-02-07 00:59:36,2013-02-07 00:59:36,2013-03-02 05:25:40,9734
595,6063,5146,11804,"23 days, 4:26:40",2013-02-07 00:59:00,2013-02-07 00:59:00,2013-03-02 05:25:40,7466
375,2804,4840,8019,"23 days, 4:26:47",2013-02-07 00:58:53,2013-02-07 00:58:53,2013-03-02 05:25:40,4274
696,5114,5856,11666,"23 days, 4:26:52",2013-02-07 00:58:48,2013-02-07 00:58:48,2013-03-02 05:25:40,8590
1823,6905,5989,14717,"23 days, 4:27:25",2013-02-07 00:58:15,2013-02-07 00:58:15,2013-03-02 05:25:40,4833
2353,7933,7501,17787,"23 days, 4:27:52",2013-02-07 00:57:48,2013-02-07 00:57:48,2013-03-02 05:25:40,8562
956,6612,5516,13084,"23 days, 4:28:44",2013-02-07 00:56:56,2013-02-07 00:56:56,2013-03-02 05:25:40,1869
299,1296,1999,3594,"23 days, 4:28:44",2013-02-07 00:56:56,2013-02-07 00:56:56,2013-03-02 05:25:40,4781
2312,7279,6255,15846,"23 days, 4:29:56",2013-02-07 00:55:44,2013-02-07 00:55:44,2013-03-02 05:25:40,3524
589,6686,5341,12616,"23 days, 4:30:48",2013-02-07 00:54:52,2013-02-07 00:54:52,2013-03-02 05:25:40,4800
1111,2632,2912,6655,"23 days, 4:31:16",2013-02-07 00:54:24,2013-02-07 00:54:24,2013-03-02 05:25:40,5778
511,333,379,1223,"23 days, 4:31:40",2013-02-07 00:54:00,2013-02-07 00:54:00,2013-03-02 05:25:40,5107
1349,3085,4478,8912,"23 days, 4:32:05",2013-02-07 00:53:35,2013-02-07 00:53:35,2013-03-02 05:25:40,6407
760,4434,4728,9922,"23 days, 4:35:07",2013-02-07 00:50:33,2013-02-07 00:50:33,2013-03-02 05:25:40,5449
176,1546,4489,6211,"23 days, 4:35:49",2013-02-07 00:49:51,2013-02-07 00:49:51,2013-03-02 05:25:40,875
935,1166,1734,3835,"23 days, 4:36:52",2013-02-07 00:48:48,2013-02-07 00:48:48,2013-03-02 05:25:40,9953
